event_id,object_a,object_b,miss_km,coarse_miss_km,rel_speed_kms,alt_km,closing_geom,risk_score,high_risk
4857,ASTROCAST-0403,STARLINK-37197,8.6598,9.63,5.972,480.9,0.6741,20.3,0
4858,STARLINK-31294,STARLINK-31545,5.4221,5.424,3.789,490.2,0.6739,20.3,0
4859,STARLINK-6062,STARLINK-34063,9.835,9.962,6.761,487.6,0.6737,20.3,0
4860,STARLINK-3616,STARLINK-33621,6.5172,6.537,4.524,462.0,0.6735,20.3,0
4861,STARLINK-37070,STARLINK-37435,3.6211,4.826,2.573,476.3,0.6734,20.3,0
4862,STARLINK-3589,STARLINK-35099,9.4057,9.472,6.464,461.1,0.6729,20.3,0
4863,STARLINK-31307,STARLINK-36485,1.7307,2.921,1.299,492.1,0.6728,20.3,0
4864,STARLINK-5240,STARLINK-34463,6.9753,6.975,4.824,462.1,0.6723,20.3,0
4865,STARLINK-31127,STARLINK-36669,8.5779,8.929,5.899,481.4,0.672,20.3,0
4866,STARLINK-35494,STARLINK-36604,8.5544,8.626,5.883,471.2,0.672,20.3,0
4867,TEVEL2-4,STARLINK-35496,8.6398,8.657,5.937,471.6,0.6716,20.3,0
4868,STARLINK-31697,KUIPER-00304,6.4966,7.518,4.494,491.5,0.6711,20.3,0
4869,STARLINK-30440,STARLINK-35780,7.2487,9.545,4.996,492.5,0.6707,20.3,0
4870,STARLINK-31842,STARLINK-33827,1.708,7.546,1.279,492.8,0.6703,20.3,0
4871,STARLINK-32186,STARLINK-35490,0.4857,8.745,0.459,475.1,0.6694,20.2,0
4872,STARLINK-32648,STARLINK-35359,8.8488,8.937,6.053,475.2,0.6689,20.2,0
4873,STARLINK-6140,STARLINK-31984,8.7631,9.102,5.995,480.3,0.6689,20.2,0
4874,STARLINK-4564,STARLINK-5246,8.9955,9.126,6.149,493.9,0.6687,20.2,0
4875,STARLINK-36894,STARLINK-37059,8.773,8.959,5.996,470.7,0.6682,20.2,0
4876,STARLINK-30932,STARLINK-34223,1.7977,3.698,1.334,492.6,0.6678,20.2,0
4877,STARLINK-33871,STARLINK-34242,5.0971,5.097,3.53,489.7,0.6664,20.2,0
4878,STARLINK-31735,STARLINK-32679,9.431,9.989,6.418,480.1,0.6664,20.2,0
4879,STARLINK-31927,STARLINK-35600,9.4874,9.891,6.455,485.2,0.6663,20.2,0
4880,STARLINK-2436,STARLINK-3730,8.7116,8.997,5.934,466.6,0.6659,20.2,0
4881,STARLINK-32162,STARLINK-34050,4.7942,5.589,3.316,489.7,0.664,20.1,0
4882,STARLINK-6083,STARLINK-34070,1.7612,4.898,1.302,484.4,0.6639,20.1,0
4883,COSMOS 2550,STARLINK-4399,5.7997,7.788,3.979,474.4,0.6632,20.1,0
4884,STARLINK-32235,STARLINK-37097,2.9919,6.703,2.115,474.2,0.6626,20.1,0
4885,STARLINK-2575,STARLINK-31772,7.7473,8.475,5.265,479.2,0.6625,20.1,0
4886,STARLINK-3612,STARLINK-36959,7.3341,7.735,4.985,463.4,0.6617,20.1,0
4887,STARLINK-5050,STARLINK-36951,6.4287,7.007,4.385,481.3,0.6615,20.0,0
4888,STARLINK-30532,STARLINK-31336,9.2436,9.244,6.244,480.3,0.6612,20.0,0
4889,STARLINK-5375,STARLINK-36516,7.3844,9.855,5.014,492.5,0.6611,20.0,0
4890,STARLINK-32616,STARLINK-32902,5.5836,9.886,3.822,492.9,0.6608,20.0,0
4891,XCUBE-1,KUIPER-00622,7.4384,7.541,5.047,484.9,0.6607,20.0,0
4892,STARLINK-3634,STARLINK-33588,7.1024,9.191,4.822,474.4,0.6603,20.0,0
4893,STARLINK-31407,STARLINK-34119,5.7359,6.802,3.912,484.3,0.659,20.0,0
4894,ONEWEB-0021,ONEWEB-0119,8.3056,8.957,5.599,1233.7,0.6583,20.0,0
4895,MESON-1,STARLINK-35554,8.8418,8.843,5.944,476.6,0.6574,20.0,0
4896,ONEWEB-0178,ONEWEB-0198,5.6115,5.631,3.817,1205.7,0.6568,19.9,0
4897,STARLINK-6223,STARLINK-36258,7.574,7.576,5.103,491.9,0.6564,19.9,0
4898,STARLINK-3249,STARLINK-35664,8.1977,8.586,5.505,460.8,0.6555,19.9,0
4899,STARLINK-5366,STARLINK-35409,7.2626,7.302,4.89,489.8,0.6553,19.9,0
4900,STARLINK-34566,STARLINK-37091,3.7011,7.145,2.554,461.7,0.6547,19.9,0
4901,STARLINK-35177,STARLINK-37391,0.774,8.354,0.638,481.5,0.655,19.9,0
4902,STARLINK-4166,STARLINK-34763,7.1364,9.273,4.799,460.5,0.6541,19.9,0
4903,STARLINK-31861,STARLINK-33801,7.4897,8.192,5.027,492.2,0.6537,19.9,0
4904,STARLINK-31949,STARLINK-33916,9.2223,9.792,6.157,484.7,0.6534,19.9,0
4905,STARLINK-31675,STARLINK-33825,8.7505,8.877,5.841,480.1,0.6526,19.8,0
4906,STARLINK-3323,STARLINK-32714,5.1991,8.852,3.523,492.5,0.6525,19.8,0
4907,STARLINK-31676,STARLINK-36532,1.7606,6.849,1.279,484.3,0.6524,19.8,0
4908,STARLINK-3203,STARLINK-35452,8.2907,9.664,5.539,473.7,0.6524,19.8,0
4909,EDISON-1,STARLINK-35131,8.7281,8.739,5.819,470.8,0.6518,19.8,0
4910,STARLINK-30290,STARLINK-31438,9.4253,9.449,6.273,480.7,0.6517,19.8,0
4911,STARLINK-5246,STARLINK-5850,6.9006,6.95,4.626,485.3,0.6515,19.8,0
4912,STARLINK-4207,STARLINK-36155,5.3085,9.141,3.585,473.7,0.6508,19.8,0
4913,STARLINK-33934,STARLINK-35960,6.4753,8.447,4.343,489.7,0.6506,19.8,0
4914,STARLINK-31115,STARLINK-32742,7.4875,9.52,4.999,492.4,0.6503,19.8,0
4915,STARLINK-3274,STARLINK-4595,3.408,3.491,2.344,485.2,0.6497,19.8,0
4916,STARLINK-3998,STARLINK-30868,8.5528,8.557,5.675,460.4,0.6484,19.7,0
4917,STARLINK-5531,YAOGAN-43 03B,9.6774,9.824,6.403,490.1,0.6482,19.7,0
4918,STARLINK-32426,STARLINK-35449,8.9698,9.272,5.941,490.2,0.6479,19.7,0
4919,STARLINK-5348,STARLINK-30880,9.3047,9.397,6.151,485.1,0.6472,19.7,0
4920,STARLINK-5126,STARLINK-35903,7.7637,8.033,5.151,481.0,0.6468,19.7,0
4921,STARLINK-5444,STARLINK-37119,9.0475,9.631,5.977,479.4,0.6463,19.7,0
4922,FLOCK 4G-30,STARLINK-35093,9.4254,9.638,6.219,468.9,0.6461,19.7,0
4923,STARLINK-35024,STARLINK-35208,9.3324,9.337,6.156,479.1,0.6458,19.7,0
4924,STARLINK-36165,KUIPER-00627,8.3288,8.56,5.507,466.3,0.6457,19.7,0
4925,STARLINK-31529,STARLINK-36064,8.3781,9.944,5.539,476.4,0.6457,19.7,0
4926,STARLINK-32355,STARLINK-32450,1.8219,3.836,1.305,484.7,0.6454,19.7,0
4927,STARLINK-35115,STARLINK-36379,0.7912,8.155,0.639,464.4,0.6447,19.7,0
4928,STARLINK-31142,STARLINK-31344,7.4188,8.033,4.911,490.6,0.6446,19.6,0
4929,STARLINK-2404,STARLINK-3331,6.6481,7.403,4.412,480.7,0.6443,19.6,0
4930,STARLINK-3618,STARLINK-36127,6.3815,7.39,4.239,460.3,0.6441,19.6,0
4931,STARLINK-1554,STARLINK-5470,7.6324,7.654,5.043,480.5,0.6439,19.6,0
4932,STARLINK-33955,STARLINK-34423,8.2436,9.556,5.436,489.7,0.6438,19.6,0
4933,STARLINK-33641,STARLINK-36578,8.8018,9.871,5.792,474.8,0.6434,19.6,0
4934,STARLINK-36353,STARLINK-37199,8.7903,8.826,5.772,479.7,0.642,19.6,0
4935,STARLINK-3934,STARLINK-33723,2.727,2.746,1.877,491.5,0.6413,19.6,0
4936,STARLINK-6083,STARLINK-34070,1.8287,2.18,1.3,492.3,0.6408,19.6,0
4937,STARLINK-5084,STARLINK-35210,5.34,5.422,3.546,490.4,0.6401,19.5,0
4938,STARLINK-31133,STARLINK-34182,9.4035,9.406,6.147,484.8,0.6401,19.5,0
4939,2023-189A,STARLINK-32515,9.4197,9.525,6.153,475.6,0.6396,19.5,0
4940,KSM1-D,STARLINK-35572,9.2375,9.601,6.032,491.5,0.6392,19.5,0
4941,STARLINK-36349,STARLINK-37067,9.0427,9.494,5.899,470.7,0.6382,19.5,0
4942,STARLINK-3907,STARLINK-32774,8.2194,8.221,5.372,488.2,0.6381,19.5,0
4943,STARLINK-35413,STARLINK-36354,9.9744,9.996,6.49,475.9,0.6379,19.5,0
4944,STARLINK-3240,STARLINK-32634,0.49,2.073,0.44,475.3,0.6377,19.5,0
4945,STARLINK-2389,STARLINK-35125,9.3572,9.734,6.095,479.3,0.6377,19.5,0
4946,STARLINK-3203,STARLINK-3295,6.38,9.546,4.192,475.0,0.6371,19.5,0
4947,STARLINK-3607,STARLINK-32036,6.3303,6.37,4.159,463.6,0.6369,19.5,0
4948,STARLINK-4596,STARLINK-31994,8.6264,8.832,5.615,466.2,0.6362,19.4,0
4949,WT 1B,STARLINK-30452,7.4756,7.969,4.881,480.8,0.6359,19.4,0
4950,STARLINK-4159,STARLINK-35748,4.4241,4.921,2.938,460.9,0.6354,19.4,0
4951,STARLINK-5448,STARLINK-36059,3.4635,7.801,2.327,475.1,0.6352,19.4,0
4952,STARLINK-2618,STARLINK-36857,8.2446,8.275,5.355,466.3,0.6341,19.4,0
4953,STARLINK-31514,STARLINK-33664,1.8537,2.095,1.302,492.8,0.634,19.4,0
4954,STARLINK-32208,STARLINK-33689,8.9231,9.285,5.777,480.3,0.6332,19.4,0
4955,STARLINK-4291,STARLINK-31517,6.8037,9.611,4.429,463.4,0.6324,19.3,0
4956,AEROCUBE 8D,STARLINK-3591,8.9988,9.034,5.816,500.8,0.6323,19.3,0
4957,STARLINK-34653,STARLINK-37428,7.1345,7.136,4.634,466.5,0.6318,19.3,0
4958,STARLINK-5509,STARLINK-33907,1.9118,5.308,1.333,484.0,0.6312,19.3,0
4959,STARLINK-3765,STARLINK-5429,9.1207,9.983,5.879,467.7,0.6307,19.3,0
4960,JILIN-1 GAOFEN 3A,STARLINK-5280,6.4314,6.44,4.181,465.3,0.6305,19.3,0
4961,STARLINK-5691,STARLINK-32919,7.8068,7.94,5.048,492.4,0.6305,19.3,0
4962,STARLINK-31973,STARLINK-35743,1.8555,8.234,1.295,484.5,0.63,19.3,0
4963,STARLINK-35599,STARLINK-36791,9.0933,9.43,5.855,474.8,0.63,19.3,0
4964,STARLINK-4040,STARLINK-33829,7.0993,7.391,4.596,466.9,0.6296,19.3,0
4965,STARLINK-3569,STARLINK-36997,9.5834,9.82,6.151,460.8,0.6287,19.3,0
4966,STARLINK-30553,STARLINK-32960,7.8921,8.462,5.085,492.4,0.6284,19.3,0
4967,STARLINK-3129,MONITOR-4 (RS57S),9.5791,9.703,6.145,483.6,0.6284,19.3,0
4968,STARLINK-11194 [DTC],STARLINK-11571 [DTC],6.8721,6.893,4.444,357.7,0.6284,19.3,0
4969,STARLINK-2674,STARLINK-31035,8.1466,8.328,5.243,466.0,0.6282,19.2,0
4970,STARLINK-5892,VERTECS,5.8427,9.239,3.795,580.6,0.628,19.2,0
4971,STARLINK-2639,STARLINK-34923,9.4411,9.73,6.053,479.9,0.6278,19.2,0
4972,STARLINK-4150,STARLINK-36320,2.5594,6.758,1.732,473.7,0.6277,19.2,0
4973,STARLINK-3717,STARLINK-32846,5.1352,5.334,3.347,463.3,0.6273,19.2,0
4974,STARLINK-4199,STARLINK-6344,4.3039,8.169,2.822,482.9,0.6266,19.2,0
4975,STARLINK-3113,STARLINK-34236,0.4948,2.408,0.435,475.2,0.6261,19.2,0
4976,STARLINK-6363,STARLINK-36464,0.3726,4.839,0.359,484.0,0.627,19.2,0
4977,STARLINK-6155,STARLINK-34672,8.8277,9.532,5.648,480.1,0.6256,19.2,0
4978,STARLINK-3966,STARLINK-36332,9.1318,9.132,5.831,466.1,0.6249,19.2,0
4979,STARLINK-4596,FLOCK 4G-22,9.3504,9.493,5.961,485.3,0.6242,19.2,0
4980,STARLINK-32194,STARLINK-37424,0.5418,4.789,0.463,461.7,0.6242,19.2,0
4981,STARLINK-32678,KUIPER-00543,7.3812,7.565,4.731,448.4,0.624,19.1,0
4982,YAOGAN-35 05A,AGGIESAT6 (AGS6),9.4144,9.523,5.998,504.3,0.6239,19.1,0
4983,STARLINK-3157,STARLINK-36837,6.0946,7.325,3.925,476.8,0.6236,19.1,0
4984,STARLINK-11481 [DTC],STARLINK-11640 [DTC],2.2226,8.315,1.511,361.1,0.6237,19.1,0
4985,STARLINK-2545,STARLINK-35883,8.185,9.728,5.223,480.1,0.6229,19.1,0
4986,STARLINK-33857,STARLINK-36686,9.4264,9.427,5.992,466.3,0.6225,19.1,0
4987,KSM1-C,STARLINK-31183,2.5816,2.729,1.731,486.2,0.6223,19.1,0
4988,STARLINK-5371,STARLINK-36512,3.5136,6.619,2.31,493.0,0.622,19.1,0
4989,STARLINK-31777,STARLINK-36031,1.8736,2.462,1.29,492.9,0.6221,19.1,0
4990,STARLINK-5348,STARLINK-32662,7.9772,7.978,5.084,484.7,0.6217,19.1,0
4991,STARLINK-35532,STARLINK-35331,7.7368,7.881,4.932,489.3,0.6214,19.1,0
4992,STARLINK-3737,STARLINK-36878,9.2607,9.409,5.878,474.9,0.6213,19.1,0
4993,STARLINK-4493,STARLINK-36568,9.1433,9.225,5.802,476.3,0.621,19.1,0
4994,STARLINK-35365,STARLINK-37032,3.2317,9.936,2.13,461.8,0.6207,19.1,0
4995,STARLINK-30916,STARLINK-32188,8.0432,8.432,5.116,479.3,0.6206,19.1,0
4996,STARLINK-34561,STARLINK-36600,4.5892,7.255,2.972,490.3,0.6206,19.1,0
4997,STARLINK-31528,STARLINK-35951,9.8574,9.874,6.233,476.1,0.6197,19.0,0
4998,STARLINK-4183,STARLINK-36729,2.007,3.88,1.367,491.4,0.6194,19.0,0
4999,STARLINK-35085,STARLINK-37096,9.2438,9.988,5.847,478.6,0.6191,19.0,0
5000,STARLINK-33796,STARLINK-36488,6.737,9.684,4.289,489.6,0.6183,19.0,0
5001,STARLINK-2106,STARLINK-36395,9.1405,9.544,5.774,476.2,0.6182,19.0,0
5002,STARLINK-31838,STARLINK-34361,9.7258,9.782,6.135,466.2,0.6181,19.0,0
5003,STARLINK-37856,STARLINK-37229,4.5347,4.874,2.923,463.5,0.6174,19.0,0
5004,STARLINK-33937,STARLINK-33907,6.7833,8.32,4.31,490.3,0.6172,19.0,0
5005,STARLINK-31579,STARLINK-36067,9.1433,9.575,5.754,489.8,0.6158,18.9,0
5006,STARLINK-35638,STARLINK-36579,9.8872,9.955,6.21,475.7,0.6156,18.9,0
5007,STARLINK-30226,STARLINK-33612,2.0019,2.802,1.355,492.4,0.6154,18.9,0
5008,STARLINK-31136,STARLINK-37273,3.2298,4.189,2.11,475.4,0.6152,18.9,0
5009,STARLINK-37011,STARLINK-37303,9.1311,9.446,5.741,472.5,0.6153,18.9,0
5010,STARLINK-35075,STARLINK-37663,9.9252,9.983,6.226,480.4,0.6149,18.9,0
5011,STARLINK-36567,STARLINK-36856,9.4827,9.575,5.954,481.0,0.6149,18.9,0
5012,STARLINK-32633,STARLINK-37519,9.4956,9.569,5.959,474.9,0.6146,18.9,0
5013,FLOCK 4G-28,STARLINK-35725,5.1987,7.248,3.317,477.9,0.6144,18.9,0
5014,STARLINK-33564,STARLINK-35531,5.1293,6.597,3.274,489.7,0.6143,18.9,0
5015,STARLINK-2603,STARLINK-34310,8.6431,9.292,5.428,472.5,0.6138,18.9,0
5016,STARLINK-3828,STARLINK-30085,7.6283,9.927,4.801,484.0,0.6133,18.9,0
5017,STARLINK-4615,STARLINK-4722,6.1669,6.258,3.903,488.0,0.613,18.9,0
5018,STARLINK-2703,STARLINK-35927,6.179,6.325,3.908,472.3,0.6126,18.9,0
5019,STARLINK-3244,STARLINK-34219,8.0757,9.417,5.07,466.1,0.6126,18.9,0
5020,STARLINK-32567,STARLINK-34203,3.9988,4.17,2.568,492.7,0.6116,18.8,0
5021,STARLINK-5527,SOAP,5.7202,7.052,3.62,584.7,0.6115,18.8,0
5022,STARLINK-3162,STARLINK-32226,3.7638,8.403,2.424,476.3,0.6115,18.8,0
5023,STARLINK-31586,STARLINK-33688,6.3204,7.769,3.986,489.7,0.6113,18.8,0
5024,STARLINK-2712,STARLINK-30277,8.2744,8.396,5.178,481.3,0.611,18.8,0
5025,STARLINK-6108,STARLINK-32221,7.1942,8.28,4.518,490.2,0.611,18.8,0
5026,JILIN-1 GAOFEN 03D50,STARLINK-36832,7.6268,7.691,4.782,462.1,0.611,18.8,0
5027,STARLINK-31387,STARLINK-33868,8.4012,9.835,5.253,479.9,0.6107,18.8,0
5028,STARLINK-3133,EDISON-1,9.4684,9.487,5.9,469.3,0.6102,18.8,0
5029,STARLINK-3538,STARLINK-37607,3.3321,6.072,2.15,476.5,0.6087,18.8,0
5030,STARLINK-30299,STARLINK-34672,9.6632,9.845,5.996,480.0,0.6079,18.8,0
5031,STARLINK-5721,STARLINK-31595,5.0035,5.202,3.162,490.1,0.6077,18.7,0
5032,STARLINK-31373,STARLINK-37209,0.5939,9.723,0.482,461.6,0.6071,18.7,0
5033,STARLINK-30089,STARLINK-36458,8.0863,9.619,5.029,484.8,0.6069,18.7,0
5034,STARLINK-4261,STARLINK-30801,7.0481,7.081,4.398,487.7,0.6068,18.7,0
5035,STARLINK-6329,STARLINK-35904,9.2701,9.625,5.745,480.4,0.6066,18.7,0
5036,STARLINK-31490,STARLINK-32653,5.7339,9.989,3.599,490.1,0.6065,18.7,0
5037,STARLINK-30407,STARLINK-32287,5.896,6.31,3.697,490.3,0.6065,18.7,0
5038,STARLINK-31827,STARLINK-35526,4.3628,9.189,2.766,485.6,0.6062,18.7,0
5039,ONEWEB-0368,ONEWEB-0680,6.0978,6.697,3.815,1178.0,0.6058,18.7,0
5040,STARLINK-3619,STARLINK-36075,3.3729,6.49,2.163,475.3,0.6054,18.7,0
5041,STARLINK-35337,STARLINK-36930,9.7453,9.903,6.013,474.9,0.6046,18.7,0
5042,STARLINK-6378,STARLINK-32687,2.0302,2.28,1.348,492.5,0.6044,18.7,0
5043,STARLINK-3913,STARLINK-36656,8.6113,8.668,5.315,479.7,0.6032,18.6,0
5044,STARLINK-5902,STARLINK-35179,5.2701,7.626,3.294,490.0,0.6022,18.6,0
5045,STARLINK-2634,STARLINK-37173,9.3863,9.435,5.771,487.8,0.602,18.6,0
5046,STARLINK-2519,STARLINK-36388,9.3318,9.708,5.738,476.8,0.602,18.6,0
5047,STARLINK-5608,STARLINK-36415,1.949,2.247,1.293,484.0,0.6017,18.6,0
5048,STARLINK-11594 [DTC],STARLINK-11731 [DTC],7.8897,8.355,4.867,363.4,0.6016,18.6,0
5049,STARLINK-5805,STARLINK-32904,1.9278,3.232,1.28,492.5,0.6016,18.6,0
5050,STARLINK-3826,STARLINK-36609,9.3404,9.636,5.731,474.4,0.6007,18.6,0
5051,STARLINK-3838,CSC-1,9.349,9.377,5.735,540.9,0.6006,18.6,0
5052,STARLINK-31379,STARLINK-37682,0.4719,7.993,0.403,461.7,0.5998,18.6,0
5053,STARLINK-11640 [DTC],STARLINK-11712 [DTC],9.777,9.885,5.989,363.7,0.6003,18.6,0
5054,STARLINK-3611,STARLINK-33568,6.4577,6.562,3.992,462.3,0.5996,18.5,0
5055,STARLINK-1543,STARLINK-36554,9.2394,9.246,5.655,487.7,0.5991,18.5,0
5056,STARLINK-3162,STARLINK-32247,5.5921,5.691,3.468,475.3,0.5987,18.5,0
5057,KENT RIDGE 1,STARLINK-31554,8.1299,8.132,4.986,491.4,0.5986,18.5,0
5058,STARLINK-31309,STARLINK-32794,2.4645,4.982,1.594,484.0,0.5982,18.5,0
5059,STARLINK-30165,STARLINK-35689,2.0399,6.527,1.338,484.2,0.5973,18.5,0
5060,STARLINK-35293,STARLINK-36920,8.9514,9.668,5.465,480.7,0.5972,18.5,0
5061,FLOCK 4G-21,STARLINK-35543,9.5939,9.594,5.844,479.1,0.5967,18.5,0
5062,STARLINK-4274,STARLINK-35362,5.5468,5.655,3.417,486.7,0.5946,18.4,0
5063,YAOGAN-43 01B,STARLINK-37126,6.291,8.328,3.855,462.9,0.5939,18.4,0
5064,STARLINK-31403,STARLINK-33861,5.7996,6.809,3.559,483.9,0.5932,18.4,0
5065,STARLINK-3881,STARLINK-6307,4.0273,4.043,2.506,483.7,0.5928,18.4,0
5066,STARLINK-5127,STARLINK-36131,5.3627,5.396,3.297,481.4,0.5927,18.4,0
5067,STARLINK-2741,STARLINK-32800,9.3097,9.777,5.633,487.5,0.5923,18.4,0
5068,SHIYAN-1 (SY-1),STARLINK-34990,8.7003,9.263,5.269,477.7,0.592,18.4,0
5069,STARLINK-4619,STARLINK-32155,6.4391,7.401,3.929,486.1,0.5918,18.4,0
5070,ONEWEB-0134,ONEWEB-0149,6.2118,6.422,3.794,1227.8,0.5917,18.4,0
5071,STARLINK-3972,STARLINK-32873,7.8765,7.97,4.779,474.0,0.5917,18.4,0
5072,STARLINK-31744,STARLINK-33941,8.3181,9.656,5.039,492.3,0.5916,18.4,0
5073,STARLINK-1556,STARLINK-36492,9.1158,9.304,5.51,487.9,0.5915,18.3,0
5074,STARLINK-30071,STARLINK-32714,2.0452,4.225,1.328,484.1,0.5915,18.3,0
5075,STARLINK-35720,STARLINK-36770,8.2318,9.194,4.986,479.9,0.5913,18.3,0
5076,STARLINK-2492,STARLINK-5712,9.4778,9.628,5.722,488.0,0.5913,18.3,0
5077,NANOSATC-BR1,STARLINK-36626,5.9968,9.563,3.658,464.5,0.5903,18.3,0
5078,STARLINK-31912,STARLINK-35977,1.9152,4.186,1.248,484.7,0.59,18.3,0
5079,STARLINK-32093,STARLINK-32781,4.2178,4.285,2.606,492.6,0.5899,18.3,0
5080,STARLINK-30755,STARLINK-32639,2.1234,8.238,1.371,492.4,0.5901,18.3,0
5081,KANOPUS-V-IK,STARLINK-3907,9.7197,9.772,5.847,505.1,0.5894,18.3,0
5082,STARLINK-3934,STARLINK-36608,6.6916,8.579,4.059,491.5,0.589,18.3,0
5083,STARLINK-31988,STARLINK-35211,4.7343,4.83,2.904,461.7,0.5885,18.3,0
5084,STARLINK-4619,STARLINK-5348,8.9371,8.945,5.37,480.3,0.5877,18.3,0
5085,STARLINK-3290,STARLINK-35955,8.4506,8.533,5.083,475.7,0.5876,18.3,0
5086,STARLINK-11083 [DTC],STARLINK-11710 [DTC],7.0332,9.309,4.248,358.6,0.5873,18.2,0
5087,WT 1B,STARLINK-31266,5.9255,6.421,3.597,495.2,0.5872,18.2,0
5088,STARLINK-30472,STARLINK-31685,8.3847,8.481,5.04,492.5,0.5871,18.2,0
5089,STARLINK-4364,JILIN GAOFEN OBJECT E,3.7488,4.942,2.318,548.0,0.587,18.2,0
5090,STARLINK-3584,STARLINK-34625,7.9615,8.522,4.784,476.4,0.5862,18.2,0
5091,STARLINK-2371,STARLINK-34997,8.2478,8.846,4.949,466.0,0.5858,18.2,0
5092,STARLINK-32079,STARLINK-32687,8.4948,9.511,5.089,480.0,0.5853,18.2,0
5093,STARLINK-31625,STARLINK-32093,3.7083,4.252,2.286,485.0,0.5849,18.2,0
5094,STARLINK-35031,STARLINK-35346,0.4608,8.789,0.386,475.4,0.5841,18.2,0
5095,STARLINK-5141,STARLINK-35775,8.4172,9.553,5.034,492.8,0.5842,18.2,0
5096,STARLINK-31116,STARLINK-35732,8.7611,9.192,5.23,488.1,0.5836,18.2,0
5097,STARLINK-4109,STARLINK-31291,7.3285,7.734,4.39,486.4,0.5831,18.1,0
5098,STARLINK-2500,STARLINK-30773,4.687,4.961,2.849,485.5,0.583,18.1,0
5099,STARLINK-35070,STARLINK-35428,9.3968,9.399,5.587,485.2,0.5822,18.1,0
5100,STARLINK-6225,STARLINK-35497,5.2479,7.448,3.171,489.6,0.5821,18.1,0
5101,APRIZESAT 6,AEROCUBE 7,7.6618,9.685,4.575,664.9,0.5819,18.1,0
5102,FORMOSAT 7-3,STARLINK-3761,9.1147,9.833,5.418,540.5,0.5817,18.1,0
5103,STARLINK-30182,STARLINK-34234,8.5454,9.889,5.08,492.8,0.5809,18.1,0
5104,STARLINK-30094,STARLINK-35613,6.5387,8.498,3.911,490.1,0.5804,18.1,0
5105,STARLINK-32199,STARLINK-33567,4.1928,4.258,2.549,461.8,0.5803,18.1,0
5106,STARLINK-30385,STARLINK-31939,6.2238,8.77,3.727,490.2,0.5802,18.1,0
5107,STARLINK-31948,STARLINK-35991,1.9711,5.106,1.259,492.4,0.5799,18.1,0
5108,STARLINK-31492,STARLINK-35366,8.5919,8.682,5.099,490.4,0.58,18.1,0
5109,STARLINK-5098,STARLINK-31564,8.1205,8.121,4.824,481.4,0.5798,18.1,0
5110,STARLINK-31205,STARLINK-35732,2.083,4.149,1.322,492.9,0.5791,18.0,0
5111,STARLINK-4699,STARLINK-37332,3.3699,4.495,2.065,473.7,0.5784,18.0,0
5112,STARLINK-3192,STARLINK-37051,3.1708,4.32,1.95,473.7,0.5785,18.0,0
5113,STARLINK-37168,STARLINK-37468,4.8728,5.219,2.934,463.8,0.5784,18.0,0
5114,STARLINK-3651,STARLINK-34594,5.3056,7.068,3.185,485.6,0.5785,18.0,0
5115,STARLINK-5509,STARLINK-33907,2.1085,7.466,1.333,484.0,0.5774,18.0,0
5116,ONEWEB-0013,ONEWEB-0053,3.3781,5.026,2.064,1238.9,0.5768,18.0,0
5117,STARLINK-31810,STARLINK-36650,8.5607,8.563,5.052,492.5,0.5767,18.0,0
5118,STARLINK-2703,STARLINK-35927,6.5664,6.892,3.901,485.6,0.5765,18.0,0
5119,STARLINK-33535,RAWHIDE-1,4.0027,7.77,2.419,493.6,0.5756,18.0,0
5120,ONEWEB-0373,ONEWEB-0590,6.4123,7.178,3.805,1195.8,0.5754,17.9,0
5121,STARLINK-2478,STARLINK-36364,9.7729,9.869,5.738,476.6,0.5754,17.9,0
5122,STARLINK-4304,STARLINK-34000,7.7094,7.711,4.55,467.4,0.5753,17.9,0
5123,STARLINK-6153,STARLINK-30205,7.5618,8.019,4.46,491.5,0.5746,17.9,0
5124,STARLINK-3879,STARLINK-32408,5.9325,6.524,3.522,494.8,0.5743,17.9,0
5125,STARLINK-4399,STARLINK-4640,9.8213,9.835,5.745,472.7,0.5733,17.9,0
5126,STARLINK-31740,STARLINK-31676,9.7574,9.94,5.706,490.3,0.573,17.9,0
5127,STARLINK-31276,STARLINK-36462,2.2032,2.394,1.377,492.5,0.573,17.9,0
5128,SCS-01 E,TRANSPORTER-15 OBJECT CX,0.1132,4.854,0.179,499.5,0.5715,17.9,0
5129,STARLINK-35241,STARLINK-36338,9.8242,9.901,5.743,472.0,0.5729,17.9,0
5130,STARLINK-2734,STARLINK-34716,9.6663,9.684,5.651,466.3,0.5728,17.9,0
5131,STARLINK-33706,STARLINK-35610,2.0323,9.876,1.278,492.5,0.5725,17.9,0
5132,STARLINK-3811,STARLINK-34943,5.2679,5.46,3.129,463.2,0.5722,17.9,0
5133,STARLINK-30365,STARLINK-37199,7.1624,7.63,4.211,490.1,0.572,17.9,0
5134,STARLINK-35459,STARLINK-35374,8.4499,9.106,4.944,466.2,0.5716,17.9,0
5135,STARLINK-3201,STARLINK-34427,7.1569,8.051,4.204,473.8,0.5714,17.8,0
5136,STARLINK-31325,STARLINK-31898,2.1895,3.235,1.362,493.0,0.57,17.8,0
5137,STARLINK-35926,STARLINK-36526,5.4764,8.327,3.235,489.5,0.5699,17.8,0
5138,STARLINK-3578,STARLINK-31087,2.3014,2.688,1.425,489.0,0.5697,17.8,0
